LineId,Time,Component,Pid,Content,template,template_num
39,20171223-22:15:32:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126882,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
40,20171223-22:15:32:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
41,20171223-22:15:32:163,Step_StandReportReceiver,30002312,REPORT : 7012 5006 150197 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
42,20171223-22:15:32:340,Step_LSC,30002312,onStandStepChanged 3585,"['onstandstepchanged', ' <*>']",E0
43,20171223-22:15:32:354,Step_LSC,30002312,onExtend:1514038533000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
44,20171223-22:15:32:647,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464,"['gettodaytotaldetailsteps', ' <*>']",E1
45,20171223-22:15:32:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966,"['settodaytotaldetailsteps', ' <*>']",E2
46,20171223-22:15:32:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126904,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
47,20171223-22:15:32:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
48,20171223-22:15:32:659,Step_StandReportReceiver,30002312,REPORT : 7013 5007 150218 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
49,20171223-22:15:32:840,Step_LSC,30002312,onStandStepChanged 3586,"['onstandstepchanged', ' <*>']",E0
50,20171223-22:15:32:846,Step_LSC,30002312,onExtend:1514038533000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
51,20171223-22:15:33:144,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966,"['gettodaytotaldetailsteps', ' <*>']",E1
52,20171223-22:15:33:144,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463,"['settodaytotaldetailsteps', ' <*>']",E2
53,20171223-22:15:33:148,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126925,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
54,20171223-22:15:33:149,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
55,20171223-22:15:33:149,Step_StandReportReceiver,30002312,REPORT : 7014 5007 150239 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
56,20171223-22:15:33:341,Step_LSC,30002312,onStandStepChanged 3587,"['onstandstepchanged', ' <*>']",E0
57,20171223-22:15:33:370,Step_LSC,30002312,onExtend:1514038534000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
58,20171223-22:15:33:643,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463,"['gettodaytotaldetailsteps', ' <*>']",E1
59,20171223-22:15:33:644,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962,"['settodaytotaldetailsteps', ' <*>']",E2
60,20171223-22:15:33:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126947,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
61,20171223-22:15:33:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
62,20171223-22:15:33:663,Step_StandReportReceiver,30002312,REPORT : 7015 5008 150261 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
63,20171223-22:15:34:711,Step_LSC,30002312,onStandStepChanged 3588,"['onstandstepchanged', ' <*>']",E0
64,20171223-22:15:34:723,Step_LSC,30002312,onExtend:1514038535000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
65,20171223-22:15:34:723,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,"['onreceive', 'action', 'android.intent.action.screen_off']",E27
66,20171223-22:15:34:848,Step_LSC,30002312,onStandStepChanged 3589,"['onstandstepchanged', ' <*>']",E0
67,20171223-22:15:34:851,Step_LSC,30002312,onExtend:1514038535000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
68,20171223-22:15:35:11,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962,"['gettodaytotaldetailsteps', ' <*>']",E1
69,20171223-22:15:35:12,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,"['settodaytotaldetailsteps', ' <*>']",E2
70,20171223-22:15:35:20,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
71,20171223-22:15:35:22,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
72,20171223-22:15:35:23,Step_ScreenUtil,30002312,isScreenOn true,"['isscreenon', 'true']",E3
73,20171223-22:15:35:23,Step_StandReportReceiver,30002312,"screen status unknown,think screen on","['screen', 'status', 'unknown', 'think', 'screen', 'on']",E38
74,20171223-22:15:35:23,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
75,20171223-22:15:35:96,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,"['onreceive', 'action', 'android.intent.action.screen_on']",E21
76,20171223-22:15:35:97,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"['processhandlebroadcastaction', 'action', 'android.intent.action.screen_on']",E22
77,20171223-22:15:35:97,Step_StandStepCounter,30002312,flush sensor data,"['flush', 'sensor', 'data']",E24
78,20171223-22:15:35:98,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330,"['gettodaytotaldetailsteps', ' <*>']",E1
79,20171223-22:15:35:98,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,"['settodaytotaldetailsteps', ' <*>']",E2
80,20171223-22:15:35:98,Step_LSC,30002312,onStandStepChanged 3589,"['onstandstepchanged', ' <*>']",E0
81,20171223-22:15:35:104,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=126989,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
82,20171223-22:15:35:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
83,20171223-22:15:35:112,Step_StandReportReceiver,30002312,REPORT : 7017 5010 150304 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
84,20171223-22:15:35:198,Step_LSC,30002312,onStandStepChanged 3589,"['onstandstepchanged', ' <*>']",E0
85,20171223-22:15:35:201,Step_LSC,30002312,onExtend:1514038536000 0 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
86,20171223-22:15:35:348,Step_LSC,30002312,onStandStepChanged 3590,"['onstandstepchanged', ' <*>']",E0
87,20171223-22:15:35:352,Step_LSC,30002312,onExtend:1514038536000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
88,20171223-22:15:35:413,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417,"['gettodaytotaldetailsteps', ' <*>']",E1
89,20171223-22:15:35:413,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,"['settodaytotaldetailsteps', ' <*>']",E2
90,20171223-22:15:35:418,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127011,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
91,20171223-22:15:35:421,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
92,20171223-22:15:35:421,Step_StandReportReceiver,30002312,REPORT : 7018 5010 150325 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
93,20171223-22:15:35:848,Step_LSC,30002312,onStandStepChanged 3591,"['onstandstepchanged', ' <*>']",E0
94,20171223-22:15:35:852,Step_LSC,30002312,onExtend:1514038536000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
95,20171223-22:15:36:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732,"['gettodaytotaldetailsteps', ' <*>']",E1
96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,"['settodaytotaldetailsteps', ' <*>']",E2
97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
100,20171223-22:15:36:356,Step_LSC,30002312,onStandStepChanged 3592,"['onstandstepchanged', ' <*>']",E0
101,20171223-22:15:36:365,Step_LSC,30002312,onExtend:1514038537000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
102,20171223-22:15:36:657,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,"['gettodaytotaldetailsteps', ' <*>']",E1
103,20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,"['settodaytotaldetailsteps', ' <*>']",E2
104,20171223-22:15:36:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127054,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
105,20171223-22:15:36:672,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
106,20171223-22:15:36:673,Step_StandReportReceiver,30002312,REPORT : 7020 5012 150368 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
107,20171223-22:15:37:351,Step_LSC,30002312,onStandStepChanged 3593,"['onstandstepchanged', ' <*>']",E0
108,20171223-22:15:37:361,Step_LSC,30002312,onExtend:1514038538000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
109,20171223-22:15:37:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,"['gettodaytotaldetailsteps', ' <*>']",E1
110,20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,"['settodaytotaldetailsteps', ' <*>']",E2
111,20171223-22:15:37:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127075,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
112,20171223-22:15:37:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
113,20171223-22:15:37:671,Step_StandReportReceiver,30002312,REPORT : 7021 5012 150389 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
114,20171223-22:15:37:848,Step_LSC,30002312,onStandStepChanged 3594,"['onstandstepchanged', ' <*>']",E0
115,20171223-22:15:37:858,Step_LSC,30002312,onExtend:1514038538000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
116,20171223-22:15:38:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,"['gettodaytotaldetailsteps', ' <*>']",E1
117,20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,"['settodaytotaldetailsteps', ' <*>']",E2
118,20171223-22:15:38:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127097,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
119,20171223-22:15:38:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
120,20171223-22:15:38:164,Step_StandReportReceiver,30002312,REPORT : 7022 5013 150411 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
121,20171223-22:15:38:349,Step_LSC,30002312,onStandStepChanged 3595,"['onstandstepchanged', ' <*>']",E0
122,20171223-22:15:38:361,Step_LSC,30002312,onExtend:1514038539000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
123,20171223-22:15:38:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,"['gettodaytotaldetailsteps', ' <*>']",E1
124,20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,"['settodaytotaldetailsteps', ' <*>']",E2
125,20171223-22:15:38:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127118,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
126,20171223-22:15:38:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
127,20171223-22:15:38:669,Step_StandReportReceiver,30002312,REPORT : 7023 5014 150432 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
128,20171223-22:15:38:850,Step_LSC,30002312,onStandStepChanged 3596,"['onstandstepchanged', ' <*>']",E0
129,20171223-22:15:38:868,Step_LSC,30002312,onExtend:1514038539000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
130,20171223-22:15:39:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,"['gettodaytotaldetailsteps', ' <*>']",E1
131,20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,"['settodaytotaldetailsteps', ' <*>']",E2
132,20171223-22:15:39:155,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127139,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
133,20171223-22:15:39:156,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
134,20171223-22:15:39:156,Step_StandReportReceiver,30002312,REPORT : 7024 5015 150454 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
135,20171223-22:15:39:348,Step_LSC,30002312,onStandStepChanged 3597,"['onstandstepchanged', ' <*>']",E0
136,20171223-22:15:39:354,Step_LSC,30002312,onExtend:1514038540000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
137,20171223-22:15:39:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,"['gettodaytotaldetailsteps', ' <*>']",E1
138,20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,"['settodaytotaldetailsteps', ' <*>']",E2
139,20171223-22:15:39:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127161,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
140,20171223-22:15:39:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
141,20171223-22:15:39:669,Step_StandReportReceiver,30002312,REPORT : 7025 5015 150475 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
142,20171223-22:15:40:349,Step_LSC,30002312,onStandStepChanged 3598,"['onstandstepchanged', ' <*>']",E0
143,20171223-22:15:40:365,Step_LSC,30002312,onExtend:1514038541000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
144,20171223-22:15:40:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,"['gettodaytotaldetailsteps', ' <*>']",E1
145,20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,"['settodaytotaldetailsteps', ' <*>']",E2
146,20171223-22:15:40:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127182,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
147,20171223-22:15:40:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
148,20171223-22:15:40:676,Step_StandReportReceiver,30002312,REPORT : 7026 5016 150496 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
149,20171223-22:15:40:848,Step_LSC,30002312,onStandStepChanged 3599,"['onstandstepchanged', ' <*>']",E0
150,20171223-22:15:40:852,Step_LSC,30002312,onExtend:1514038541000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
151,20171223-22:15:41:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,"['gettodaytotaldetailsteps', ' <*>']",E1
152,20171223-22:15:41:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,"['settodaytotaldetailsteps', ' <*>']",E2
153,20171223-22:15:41:152,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127204,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
154,20171223-22:15:41:153,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
155,20171223-22:15:41:153,Step_StandReportReceiver,30002312,REPORT : 7027 5017 150518 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
156,20171223-22:15:41:353,Step_LSC,30002312,onStandStepChanged 3600,"['onstandstepchanged', ' <*>']",E0
157,20171223-22:15:41:358,Step_LSC,30002312,onExtend:1514038542000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
158,20171223-22:15:41:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,"['gettodaytotaldetailsteps', ' <*>']",E1
159,20171223-22:15:41:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,"['settodaytotaldetailsteps', ' <*>']",E2
160,20171223-22:15:41:667,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127225,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
161,20171223-22:15:41:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
162,20171223-22:15:41:672,Step_StandReportReceiver,30002312,REPORT : 7028 5017 150539 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
163,20171223-22:15:41:848,Step_LSC,30002312,onStandStepChanged 3601,"['onstandstepchanged', ' <*>']",E0
164,20171223-22:15:41:856,Step_LSC,30002312,onExtend:1514038542000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
165,20171223-22:15:42:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,"['gettodaytotaldetailsteps', ' <*>']",E1
166,20171223-22:15:42:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,"['settodaytotaldetailsteps', ' <*>']",E2
167,20171223-22:15:42:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127246,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
168,20171223-22:15:42:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
169,20171223-22:15:42:165,Step_StandReportReceiver,30002312,REPORT : 7029 5018 150561 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
170,20171223-22:15:42:848,Step_LSC,30002312,onStandStepChanged 3602,"['onstandstepchanged', ' <*>']",E0
171,20171223-22:15:42:852,Step_LSC,30002312,onExtend:1514038543000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
172,20171223-22:15:43:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,"['gettodaytotaldetailsteps', ' <*>']",E1
173,20171223-22:15:43:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,"['settodaytotaldetailsteps', ' <*>']",E2
174,20171223-22:15:43:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127268,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
175,20171223-22:15:43:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
176,20171223-22:15:43:164,Step_StandReportReceiver,30002312,REPORT : 7030 5019 150582 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
177,20171223-22:15:43:348,Step_LSC,30002312,onStandStepChanged 3603,"['onstandstepchanged', ' <*>']",E0
178,20171223-22:15:43:354,Step_LSC,30002312,onExtend:1514038544000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
179,20171223-22:15:43:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,"['gettodaytotaldetailsteps', ' <*>']",E1
