LineId,Date,Time,Level,Component,Content,template,template_num
28,17/06/09,20:10:45,INFO,executor.Executor,Running task 3.0 in stage 0.0 (TID 3),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
29,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 4,"['got', 'assigned', 'task', ' <*>']",E28
30,17/06/09,20:10:45,INFO,executor.Executor,Running task 4.0 in stage 0.0 (TID 4),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
31,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 9,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
32,17/06/09,20:10:45,INFO,storage.MemoryStore,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
33,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 9 took 160 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
34,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
35,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_1 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
36,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
37,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
38,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,"['input', 'split:', ' <*>']",E34
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,"['input', 'split:', ' <*>']",E34
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,"['input', 'split:', ' <*>']",E34
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,"['input', 'split:', ' <*>']",E34
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,"['input', 'split:', ' <*>']",E34
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id","['mapred.tip.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.id']",E12
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","['mapred.task.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.attempt.id']",E13
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","['mapred.task.is.map', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.ismap']",E14
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id","['mapred.job.id', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.job.id']",E15
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition","['mapred.task.partition', 'is', 'deprecated.', 'instead', 'use', 'mapreduce.task.partition']",E16
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,"['got', 'assigned', 'task', ' <*>']",E28
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,"['got', 'assigned', 'task', ' <*>']",E28
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,"['got', 'assigned', 'task', ' <*>']",E28
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,"['got', 'assigned', 'task', ' <*>']",E28
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,"['got', 'assigned', 'task', ' <*>']",E28
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,"['found', 'block', ' <*>', 'locally']",E29
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,"['found', 'block', ' <*>', 'locally']",E29
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,"['found', 'block', ' <*>', 'locally']",E29
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,"['found', 'block', ' <*>', 'locally']",E29
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,"['found', 'block', ' <*>', 'locally']",E29
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,"['got', 'assigned', 'task', ' <*>']",E28
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,"['got', 'assigned', 'task', ' <*>']",E28
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,"['got', 'assigned', 'task', ' <*>']",E28
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,"['got', 'assigned', 'task', ' <*>']",E28
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,"['got', 'assigned', 'task', ' <*>']",E28
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
