[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] received capture event
[CLS] received capture event
[CLS] button report: 0x8002be0
[CLS] fa||url||taskid 2019353376  dealloc
[CLS] keychaingeticdpstatus: status: off
[CLS] fa||url||taskid 2019353410  dealloc
[CLS] keychaingeticdpstatus: status: off
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] network changed: dns*
[CLS] received capture event
[CLS] fa||url||taskid 2019353444  dealloc
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] ccioreporterformatter::addregistrychildtochanneldictionary streams 7
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] button report: 0x8002be0
[CLS] session 101921 created
[CLS] asl sender statistics
[CLS] button report: 0x8002be0
[CLS] button report: 0x80039b7
[CLS] keychaingeticdpstatus: status: off
[CLS] fa||url||taskid 2019353517  dealloc
[CLS] fa||url||taskid 2019353519  dealloc
[CLS] invalidating watch set.
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] button report: 0x80039b7
[CLS] button report: 0x80076ed
[CLS]  00:28:42.167   signalled err=-12871
[CLS] asl sender statistics
[CLS] vm_compressor_fastwake_warmup  - starting
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: status: off
[CLS] ccioreporterformatter::addregistrychildtochanneldictionary streams 7
[CLS] received capture event
[CLS] button report: 0x8002bdf
[CLS] daemon connection invalidated!
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] received capture event
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] button report: 0x8002bdf
[CLS] asl sender statistics
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: status: off
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] fa||url||taskid 2019353593  dealloc
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] iopolledfilepollersopen 6 ms
[CLS]  iobluetoothhostcontroller::setconfigstate  calling registerservice
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] fa||url||taskid 2019353614  dealloc
[CLS] button report: 0x8002be0
[CLS] received capture event
[CLS] arpt: 739157.867474: wlc_dump_aggfifo:
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] ccioreporterformatter::addregistrychildtochanneldictionary streams 7
[CLS] arpt: 739253.582611: wlc_dump_aggfifo:
[CLS] received capture event
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] received capture event
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] fa||url||taskid 2019353659  dealloc
[CLS] fa||url||taskid 2019353666  dealloc
[CLS] button report: 0x80039b7
[CLS] keychaingeticdpstatus: status: off
[CLS] fa||url||taskid 2019353677  dealloc
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] fa||url||taskid 2019353724  dealloc
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] unrecognized xssimpletypedefinition: oneoff
[CLS] db path: /users/xpc/library/containers/com.tencent.qq/data/documents/contents/916639562/qq.db
[CLS] session 101800 destroyed
[CLS] received capture event
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] io80211awdlpeermanager::setawdlautomode resuming awdl
[CLS] ccioreporterformatter::addregistrychildtochanneldictionary streams 7
[CLS] ccioreporterformatter::addregistrychildtochanneldictionary streams 7
[CLS] received capture event
[CLS] arpt: 770802.879782: wlc_dump_aggfifo:
[CLS] received capture event
[CLS] asl sender statistics
[CLS] asl sender statistics
[CLS] asl sender statistics
[CLS] received capture event
[CLS] session 102106 destroyed
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: status: off
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: status: off
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] keychaingeticdpstatus: keychain: -25300
[CLS] button report: 0x8002be0
[CLS] button report: 0x8002be0
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] efi pagecount 72
[CLS] arpt: 784486.498066: wlc_dump_aggfifo:
[CLS] ccfile::capturelogrun exiting ccfile::capturelogrun
[CLS] en0::io80211interface::postmessage bssid changed
[CLS] host controller terminated
[CLS] button report: 0x8002bdf
[CLS] fa||url||taskid 2019353853  dealloc
[CLS] efi pagecount 72
[CLS] unrecognized xssimpletypedefinition: oneoff
