[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] airport: link up on en0
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] en0: channel changed to 1
[CLS] en0: bssid changed to 5c:50:15:36:bc:03
[CLS] en0: bssid changed to 5c:50:15:4c:18:13
[CLS] en0: channel changed to 1
[CLS] en0: bssid changed to 5c:50:15:4c:18:13
[CLS] sandbox: qq deny mach-lookup com.apple.networking.captivenetworksupport
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] arpt: 700687.112611: airport_brcm43xx::powerchange: system sleep
[CLS] en0: channel changed to 1
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] cclogtap::profileremoved  owner: com.apple.iokit.io80211family  name: io80211awdlpeermanager
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] error returned from iconservicesagent: 
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] en0: bssid changed to 5c:50:15:4c:18:13
[CLS] applecamin::systemwakecall - messagetype = 0xe0000320
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] cgxdisplaydidwakenotification  712572581805245 : posting kcgsdisplaydidwake
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] iopmrootdomain: idle cancel  state 1
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] arpt: 713439.104232: airport_brcm43xx::powerchange: system sleep
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 7
[CLS] 00:03:06.178 : started generating hashes
[CLS] 00:03:36.715 : btle scanning started
[CLS] airport: link up on en0
[CLS] device_generate_desktop_screenshot: authw 0x7fa82407ea00  shield 0x7fa82435f400
[CLS] en0: channel changed to 1
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 7
[CLS] arpt: 720406.265686: airport_brcm43xx::powerchange: system sleep
[CLS] en0: bssid changed to 5c:50:15:4c:18:13
[CLS] en0: bssid changed to 5c:50:15:4c:18:13
[CLS] arpt: 720580.338311: airport_brcm43xx::powerchange: system sleep
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] error returned from iconservicesagent: 
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] <immacnotificationcentermanager: 0x7ff1b2d17980>:    nc disabled: no
[CLS] <immacnotificationcentermanager: 0x7ff1b2d17980>:   dnd enabled: no
[CLS] error returned from iconservicesagent: 
[CLS] cgxdisplaydidwakenotification  723587602857832 : posting kcgsdisplaydidwake
[CLS] <immacnotificationcentermanager: 0x7ff1b2e00ba0>:   dnd enabled: no
[CLS] en0: bssid changed to 88:75:56:a0:95:ed
[CLS] en0: bssid changed to 88:75:56:a0:95:ed
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] arpt: 725147.528572: airport_brcm43xx::powerchange: system sleep
[CLS] arpt: 725218.810934: airport_brcm43xx::powerchange: system sleep
[CLS] <immacnotificationcentermanager: 0x7ff1b2d17980>:    nc disabled: no
[CLS] cclogtap::profileremoved  owner: com.apple.iokit.io80211family  name: io80211awdlpeermanager
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] en0: bssid changed to 00:a2:ee:1a:71:8c
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS]  0705/190016:warning:dns_config_service_posix.cc  failed to read dnsconfig.
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS]  0706/011106:warning:dns_config_service_posix.cc  failed to read dnsconfig.
[CLS] hibernate_teardown completed - discarded 93932
[CLS] no sleep images for willpoweroffwithimages
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] chromeexistion main isundetectwithcommand = 1
[CLS] after trim url = https://www.google.com/_/chrome/newtab?rlz=1c5chfa_enhk732hk732&espv=2&ie=utf-8
[CLS] chromeexistion main isundetectwithcommand = 1
[CLS] 11:07:29.673 : purged contact hashes
[CLS] en0: channel changed to 1
[CLS] airport: link up on awdl0
[CLS] network changed: v6 dns- proxy-
[CLS]  0706/120312:warning:dns_config_service_posix.cc  failed to read dnsconfig.
[CLS] applethunderboltnhitype2::waitforok2go2sx - retries = 5
[CLS] en0: bssid changed to f8:4f:57:3b:ea:b2
[CLS] tcp_connection_tls_session_error_callback_imp 2375 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] en0: bssid changed to 88:75:56:a0:95:ed
[CLS] arpt: 739668.778627: airport_brcm43xx::powerchange: system sleep
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] sandbox: com.apple.webkit deny file-read-data /private/etc/hosts
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] full wake request  30914 ms
[CLS] sandbox: spotlightnethelp deny ipc-posix-shm-read-data cfpbs:186a7:
[CLS] tcp_connection_tls_session_error_callback_imp 2438 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] <immacnotificationcentermanager: 0x7fdcc9d16380>:    nc disabled: no
[CLS] <immacnotificationcentermanager: 0x7ff1b2d17980>:    nc disabled: no
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] arpt: 761864.513194: airport_brcm43xx::powerchange: system sleep
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] arpt: 762363.637095: airport_brcm43xx::powerchange: system sleep
[CLS] airport: link up on awdl0
[CLS] arpt: 762962.511796: airport_brcm43xx::powerchange: system sleep
[CLS] ccdatatap::profileremoved  owner: com.apple.driver.airport.brcm4360.0  name: statesnapshots
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] airport: link up on awdl0
[CLS] en0: channel changed to 1
[CLS] error returned from iconservicesagent: 
[CLS] error returned from iconservicesagent: 
[CLS] error returned from iconservicesagent: 
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] <immacnotificationcentermanager: 0x7fdcc9d16380>:    nc disabled: no
[CLS] en0: channel changed to 1
[CLS] en0: bssid changed to 0c:68:03:d6:c5:1c
[CLS] cgxdisplaydidwakenotification  771797848593539 : posting kcgsdisplaydidwake
[CLS] sandbox: quicklooksatelli deny mach-lookup com.apple.networkd
[CLS] sandbox: com.apple.addres deny network-outbound /private/var/run/mdnsresponder
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] en0: channel changed to 1
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] full wake promotion  374 ms
[CLS] error returned from iconservicesagent: 
[CLS] nsurlsession/nsurlconnection http load failed 
[CLS] error returned from iconservicesagent: 
[CLS] coreanimation: timed out fence 5fe83
[CLS] tcp_connection_tls_session_error_callback_imp 2515 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22
[CLS] arpt: 783667.697957: airport_brcm43xx::powerchange: system sleep
[CLS] iopmrootdomain: idle cancel  state 1
[CLS] arpt: 784117.089800: airport_brcm43xx::powerchange: system sleep
[CLS] ccdatatap::profileremoved  owner: com.apple.iokit.io80211family  name: associationeventhistory
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
[CLS] arpt: 790457.609414: airport_brcm43xx::powerchange: system sleep
[CLS] applecamin::systemwakecall - messagetype = 0xe0000340
