[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] arpt: 725996.598754: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] location icon should now be in state 'inactive'
[CLS] location icon should now be in state 'active'
[CLS] unexpected payload found for message 9  datalen 0
[CLS] location icon should now be in state 'inactive'
[CLS] tcp_connection_handle_connect_conditions_bad 23411 failed: 3 - no network route
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS]  01:11:06.715  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] tcp_connection_handle_connect_conditions_bad 23645 failed: 3 - no network route
[CLS] tcp_connection_handle_connect_conditions_bad 23701 failed: 3 - no network route
[CLS] location icon should now be in state 'active'
[CLS] arpt: 739359.663674: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] tcp_connection_handle_connect_conditions_bad 24150 failed: 3 - no network route
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] location icon should now be in state 'active'
[CLS] location icon should now be in state 'inactive'
[CLS] cfpasteboardref cfpasteboardcreate : failed to create global data
[CLS] thermal pressure state: 1 memory pressure state: 0
[CLS] arpt: 762302.122693: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] location icon should now be in state 'active'
[CLS] airport: link down on awdl0. reason 1 .
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] location icon should now be in state 'inactive'
[CLS]  11:48:06.869  figagglomeratorsetobjectforkey signalled err=-16020   at /library/caches/com.apple.xbs/sources/coremedia/coremedia-1731.15.207/prototypes/legibleoutput/figagglomerator.c line 92
[CLS] location icon should now be in state 'active'
[CLS] location icon should now be in state 'active'
[CLS] arpt: 770518.944345: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] arpt: 770712.519828: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] arpt: 770798.478026: framerdy 0x0 bmccmd 3 framecnt 1024
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS]  14:07:21.190  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] airport: link down on awdl0. reason 1 .
[CLS] tcp_connection_handle_connect_conditions_bad 25340 failed: 3 - no network route
[CLS] location icon should now be in state 'inactive'
[CLS]  16:57:09.235  <<<< boss >>>> figplaybackbossprerollcompleted: unexpected preroll-complete notification
[CLS] thermal pressure state: 0 memory pressure state: 0
[CLS] location icon should now be in state 'inactive'
[CLS] arpt: 784117.625615: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] __73- networkanalyticsengine observevalueforkeypath:ofobject:change:context: _block_invoke unexpected switch value 2
[CLS] applethunderboltnhitype2::waitforok2go2sx - intel_rp = 1 dlla_reporting_supported = 0
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS] airport: link down on en0. reason 8 .
[CLS] ****  broadcombluetoothhostcontrollerusbtransport  start  -- completed  -- 0x3800 ****
[CLS] tcp_connection_handle_connect_conditions_bad 25902 failed: 3 - no network route
[CLS] airport: link down on en0. reason 8 .
[CLS] ****  broadcombluetoothhostcontrollerusbtransport  start  -- completed  -- 0x8800 ****
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
[CLS]  bluetoothhiddevicecontroller error: could not find the disconnected object
[CLS] tcp_connection_handle_connect_conditions_bad 26042 failed: 3 - no network route
[CLS]  bluetoothhiddevicecontroller error: could not find the disconnected object
[CLS] arpt: 787923.793193: wl0: leavemodulepoweredforoffloads: wi-fi will stay on.
[CLS] location icon should now be in state 'inactive'
[CLS] usbmsc identifier : 000000000820 0x5ac 0x8406 0x820  3
